timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
9116263,9115553,0,nan,nan,0.013651099,0.0045100525,1.2119241,0.0,0.0,0.0,0.042332612,0.013553373,0.13039364,0.8288919,0.0016646442,-0.0008497321,0.0,0.15475683,-0.1832325,-0.021643206,0.055973444,0.05962174,nan,0.1,0.6166528,0.8486104,1.3593354,0.47781113,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
9212572,9211937,0,nan,nan,0.01591102,0.005704881,1.227458,0.0,0.0,0.0,0.041104626,0.019327587,0.14285123,0.7820741,0.0016646442,-0.0008497321,0.0,0.11042893,0.049307656,0.34263548,0.05583969,0.05962174,nan,0.1,0.70758307,0.83393294,1.4622962,0.482987,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
9321253,9320574,0,nan,nan,0.01698842,0.0068928325,1.256426,0.0,0.0,0.0,0.038436692,0.01975081,0.14998046,0.73486954,0.0016646442,-0.0008497321,0.0,0.17614649,-0.039115474,0.41608587,0.058614165,0.05962174,nan,0.1,0.5725682,0.801995,1.3114724,0.48829088,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
9421660,9421001,0,nan,nan,0.018309964,0.00793153,1.2590793,0.0,0.0,0.0,0.0434164,0.021091763,0.16352029,0.6567473,0.0016646442,-0.0008497321,0.0,-0.2709352,0.26910973,-0.08043332,0.059723873,0.05962174,nan,0.1,0.6922443,0.76109153,1.5114697,0.49418706,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
9520883,9520240,0,nan,nan,0.018057985,0.008768331,1.2677083,0.0,0.0,0.0,0.04360119,0.028072655,0.16000003,0.5753219,0.0016646442,-0.0008497321,0.0,0.029733203,-0.033906627,-0.032031417,0.060847376,0.05962174,nan,0.1,0.59569824,0.74798226,1.3992125,0.50246924,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
9617683,9617032,0,nan,nan,0.019101607,0.010149106,1.2590547,0.0,0.0,0.0,0.052308273,0.029718654,0.15619628,0.49602684,0.0016646442,-0.0008497321,0.0,-0.0034299137,0.29635718,-0.021881677,0.062513255,0.05962174,nan,0.1,0.73887783,0.7395484,1.5903621,0.5106092,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
9717480,9716770,0,nan,nan,0.020288698,0.010935887,1.237109,0.0,0.0,0.0,0.060517266,0.029033897,0.15127842,0.42018119,0.0016646442,-0.0008497321,0.0,-0.051035736,0.19988847,0.1420528,0.060947232,0.05962174,nan,0.1,0.60445225,0.7326373,1.3962737,0.5173549,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
9817253,9816534,0,nan,nan,0.022580273,0.011388412,1.206411,0.0,0.0,0.0,0.061676268,0.018007882,0.15423158,0.35270745,0.0016646442,-0.0008497321,0.0,-0.035056617,-0.4168441,0.14233457,0.061794747,0.05962174,nan,0.1,0.73809665,0.7287347,1.5911417,0.523677,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
9917521,9916885,0,nan,nan,0.02478572,0.010775646,1.1806923,0.0,0.0,0.0,0.071621664,0.016984446,0.1535405,0.29578927,0.0016646442,-0.0008497321,0.0,0.26784438,-0.08848287,-0.14738631,0.06337699,0.05962174,nan,0.1,0.5887018,0.74081,1.3711395,0.5319795,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
10021290,10020587,0,nan,nan,0.027893234,0.010093287,1.1418632,0.0,0.0,0.0,0.073543295,0.015519881,0.15336314,0.23077434,0.0016646442,-0.0008497321,0.0,0.09677303,0.21488322,0.1383209,0.06307178,0.05962174,nan,0.1,0.70814294,0.7384522,1.5633036,0.5365319,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
10121006,10120363,0,nan,nan,0.029276367,0.0089788,1.1095188,0.0,0.0,0.0,0.072879866,0.009684424,0.14941867,0.17540227,0.0016646442,-0.0008497321,0.0,0.20242667,0.01399016,0.06937683,0.062492307,0.05962174,nan,0.1,0.58025354,0.7379863,1.3887453,0.5405939,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
10217935,10217285,0,nan,nan,0.03094026,0.0070408303,1.1002394,0.0,0.0,0.0,0.07958551,-0.0048244065,0.15228055,0.15638678,0.0016646442,-0.0008497321,0.0,0.14629008,-0.2989335,0.22565745,0.06394608,0.05962174,nan,0.1,0.70209485,0.73908,1.5754687,0.5441967,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
